Product_Number,Description,V,R,L,inertia,mass,k_t,k_e,I_nom,omega_nl,I_nl,R_wh,R_ha,omega_max,Stall_torque,Price
unknown_156,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, ball bearings",9,11.4,0.00032,9.59e-08,0.026,0.0133,0.0133,0.388,658.68725970266,0.0187,9.9,23.5,908.967474438647,0.0106,119.36
unknown_157,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, ball bearings",12,19.2,0.000581,1.03e-07,0.026,0.018,0.018,0.298,652.40407439548,0.0138,9.9,23.5,908.967474438647,0.0112,119.36
unknown_158,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, ball bearings",18,38.6,0.00128,1.12e-07,0.026,0.0267,0.0267,0.21,660.781654805053,0.00934,9.9,23.5,908.967474438647,0.0125,119.36
unknown_159,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, ball bearings",24,83.1,0.00232,9.6e-08,0.026,0.036,0.036,0.143,651.356876844284,0.00691,9.9,23.5,908.967474438647,0.0104,119.36
unknown_160,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, sintered sleeve bearings",3,1.2,3.6e-05,1e-07,0.026,0.00445,0.00445,1.2,661.82885235625,0.0446,9.9,23.5,908.967474438647,0.0111,107.64
unknown_161,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, sintered sleeve bearings",4.5,2.8,8e-05,9.7e-08,0.026,0.00667,0.00667,0.784,661.82885235625,0.0297,9.9,23.5,908.967474438647,0.0107,107.64
unknown_162,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, sintered sleeve bearings",6,4.06,0.000131,1.08e-07,0.026,0.00853,0.00853,0.65,692.197581340951,0.0234,9.9,23.5,908.967474438647,0.0126,107.64
unknown_163,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, sintered sleeve bearings",9,11.4,0.00032,9.59e-08,0.026,0.0133,0.0133,0.389,661.82885235625,0.0149,9.9,23.5,908.967474438647,0.0106,107.64
unknown_164,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, sintered sleeve bearings",12,19.2,0.000581,1.03e-07,0.026,0.018,0.018,0.299,655.54566704907,0.011,9.9,23.5,908.967474438647,0.0112,107.64
unknown_165,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, sintered sleeve bearings",18,38.6,0.00128,1.12e-07,0.026,0.0267,0.0267,0.211,663.923247458643,0.00743,9.9,23.5,908.967474438647,0.0125,107.64
unknown_166,"DCX 16 S Ø16 mm, Precious Metal Brushes CLL, sintered sleeve bearings",24,83.1,0.00232,9.6e-08,0.026,0.036,0.036,0.144,654.498469497874,0.00551,9.9,23.5,908.967474438647,0.0104,107.64
unknown_167,"DCX 16 S Ø16 mm, Graphite Brushes, ball bearings",6,1.25,3.6e-05,1e-07,0.026,0.00445,0.00445,1.28,1329.94089001968,0.0671,9.9,23.5,1780.23583703422,0.0213,117
unknown_168,"DCX 16 S Ø16 mm, Graphite Brushes, ball bearings",9,2.85,8e-05,9.7e-08,0.026,0.00667,0.00667,0.845,1329.94089001968,0.0448,9.9,23.5,1780.23583703422,0.021,117
unknown_169,"DCX 16 S Ø16 mm, Graphite Brushes, ball bearings",12,4.53,0.000131,1.08e-07,0.026,0.00853,0.00853,0.662,1382.30076757951,0.0354,9.9,23.5,1780.23583703422,0.0226,117
unknown_170,"DCX 16 S Ø16 mm, Graphite Brushes, ball bearings",18,12,0.00032,9.59e-08,0.026,0.0133,0.0133,0.411,1329.94089001968,0.0224,9.9,23.5,1780.23583703422,0.0201,117
unknown_171,"DCX 16 S Ø16 mm, Graphite Brushes, ball bearings",24,19.7,0.000569,1.02e-07,0.026,0.0178,0.0178,0.321,1329.94089001968,0.0168,9.9,23.5,1780.23583703422,0.0217,117
unknown_172,"DCX 16 S Ø16 mm, Graphite Brushes, ball bearings",48,83.9,0.00232,9.6e-08,0.026,0.036,0.036,0.156,1319.46891450771,0.00828,9.9,23.5,1780.23583703422,0.0206,117
unknown_173,"DCX 16 S Ø16 mm, Graphite Brushes, sintered sleeve bearings",6,1.25,3.6e-05,1e-07,0.026,0.00445,0.00445,1.28,1329.94089001968,0.0639,9.9,23.5,1780.23583703422,0.0213,105.27
unknown_174,"DCX 16 S Ø16 mm, Graphite Brushes, sintered sleeve bearings",9,2.85,8e-05,9.7e-08,0.026,0.00667,0.00667,0.847,1329.94089001968,0.0426,9.9,23.5,1780.23583703422,0.021,105.27
unknown_175,"DCX 16 S Ø16 mm, Graphite Brushes, sintered sleeve bearings",12,4.53,0.000131,1.08e-07,0.026,0.00853,0.00853,0.663,1382.30076757951,0.0339,9.9,23.5,1780.23583703422,0.0226,105.27
unknown_176,"DCX 16 S Ø16 mm, Graphite Brushes, sintered sleeve bearings",18,12,0.00032,9.59e-08,0.026,0.0133,0.0133,0.412,1329.94089001968,0.0213,9.9,23.5,1780.23583703422,0.0201,105.27
unknown_177,"DCX 16 S Ø16 mm, Graphite Brushes, sintered sleeve bearings",24,19.7,0.000569,1.02e-07,0.026,0.0178,0.0178,0.321,1329.94089001968,0.016,9.9,23.5,1780.23583703422,0.0217,105.27
unknown_178,"DCX 16 S Ø16 mm, Graphite Brushes, sintered sleeve bearings",48,83.9,0.00232,9.6e-08,0.026,0.036,0.036,0.156,1319.46891450771,0.00787,9.9,23.5,1780.23583703422,0.0206,105.27
unknown_179,"DCX 19 S Ø19 mm, precious metal brushes, ball bearings",4.5,0.831,4.5e-05,2.67e-07,0.05,0.00658,0.00658,1.2,674.395222970609,0.072,6.5,17.6,785.398163397448,0.0357,117.09
unknown_180,"DCX 19 S Ø19 mm, precious metal brushes, ball bearings",6,1.47,8.2e-05,2.68e-07,0.05,0.00891,0.00891,1.2,664.97044500984,0.0529,6.5,17.6,785.398163397448,0.0363,117.09
unknown_181,"DCX 19 S Ø19 mm, precious metal brushes, ball bearings",9,3.4,0.000191,2.65e-07,0.05,0.0136,0.0136,0.829,655.54566704907,0.0346,6.5,17.6,785.398163397448,0.0359,117.09
unknown_182,"DCX 19 S Ø19 mm, precious metal brushes, ball bearings",12,5.63,0.000329,2.75e-07,0.05,0.0178,0.0178,0.644,664.97044500984,0.0265,6.5,17.6,785.398163397448,0.038,125.64
unknown_183,"DCX 19 S Ø19 mm, precious metal brushes, ball bearings",18,12.7,0.00074,2.74e-07,0.05,0.0267,0.0267,0.428,664.97044500984,0.0176,6.5,17.6,785.398163397448,0.0378,125.64
unknown_184,"DCX 19 S Ø19 mm, precious metal brushes, ball bearings",24,22.8,0.00132,2.72e-07,0.05,0.0356,0.0356,0.319,664.97044500984,0.0132,6.5,17.6,785.398163397448,0.0375,125.64
unknown_185,"DCX 19 S Ø19 mm, precious metal brushes, sintered bearings",4.5,0.831,4.5e-05,2.67e-07,0.05,0.00658,0.00658,1.2,673.348025419412,0.0819,6.5,17.6,785.398163397448,0.0357,105.36
unknown_186,"DCX 19 S Ø19 mm, precious metal brushes, sintered bearings",6,1.47,8.2e-05,2.68e-07,0.05,0.00891,0.00891,1.2,663.923247458643,0.0604,6.5,17.6,785.398163397448,0.0363,105.36
unknown_187,"DCX 19 S Ø19 mm, precious metal brushes, sintered bearings",9,3.4,0.000191,2.65e-07,0.05,0.0136,0.0136,0.83,654.498469497874,0.0396,6.5,17.6,785.398163397448,0.0359,105.36
unknown_188,"DCX 19 S Ø19 mm, precious metal brushes, sintered bearings",12,5.63,0.000329,2.75e-07,0.05,0.0178,0.0178,0.644,663.923247458643,0.0302,6.5,17.6,785.398163397448,0.038,113.91
unknown_189,"DCX 19 S Ø19 mm, precious metal brushes, sintered bearings",18,12.7,0.00074,2.74e-07,0.05,0.0267,0.0267,0.428,663.923247458643,0.0201,6.5,17.6,785.398163397448,0.0378,113.91
unknown_190,"DCX 19 S Ø19 mm, precious metal brushes, sintered bearings",24,22.8,0.00132,2.72e-07,0.05,0.0356,0.0356,0.32,663.923247458643,0.0151,6.5,17.6,785.398163397448,0.0375,113.91
unknown_191,"DCX 19 S Ø19 mm, graphite brushes, ball bearings",9,0.812,4.5e-05,2.67e-07,0.05,0.00658,0.00658,1.81,1350.88484104361,0.102,6.5,17.6,1675.51608191456,0.073,123.27
unknown_192,"DCX 19 S Ø19 mm, graphite brushes, ball bearings",12,1.45,8.2e-05,2.68e-07,0.05,0.00891,0.00891,1.35,1329.94089001968,0.075,6.5,17.6,1675.51608191456,0.0735,123.27
unknown_193,"DCX 19 S Ø19 mm, graphite brushes, ball bearings",18,3.38,0.000191,2.65e-07,0.05,0.0136,0.0136,0.886,1319.46891450771,0.0489,6.5,17.6,1675.51608191456,0.0721,123.27
unknown_194,"DCX 19 S Ø19 mm, graphite brushes, ball bearings",24,5.73,0.000329,2.75e-07,0.05,0.0178,0.0178,0.675,1329.94089001968,0.0375,6.5,17.6,1675.51608191456,0.0746,123.27
unknown_195,"DCX 19 S Ø19 mm, graphite brushes, ball bearings",36,12.9,0.00074,2.74e-07,0.05,0.0267,0.0267,0.452,1329.94089001968,0.025,6.5,17.6,1675.51608191456,0.0749,123.27
unknown_196,"DCX 19 S Ø19 mm, graphite brushes, ball bearings",48,23,0.00132,2.72e-07,0.05,0.0356,0.0356,0.338,1329.94089001968,0.0187,6.5,17.6,1675.51608191456,0.0745,123.27
unknown_197,"DCX 19 S Ø19 mm, graphite brushes, sintered bearings",9,0.812,4.5e-05,2.67e-07,0.05,0.00658,0.00658,1.8,1350.88484104361,0.112,6.5,17.6,1413.71669411541,0.073,111.55
unknown_198,"DCX 19 S Ø19 mm, graphite brushes, sintered bearings",12,1.45,8.2e-05,2.68e-07,0.05,0.00891,0.00891,1.34,1329.94089001968,0.0821,6.5,17.6,1413.71669411541,0.0735,111.55
unknown_199,"DCX 19 S Ø19 mm, graphite brushes, sintered bearings",18,3.38,0.000191,2.65e-07,0.05,0.0136,0.0136,0.879,1319.46891450771,0.0536,6.5,17.6,1413.71669411541,0.0721,111.55
unknown_200,"DCX 19 S Ø19 mm, graphite brushes, sintered bearings",24,5.73,0.000329,2.75e-07,0.05,0.0178,0.0178,0.671,1329.94089001968,0.041,6.5,17.6,1413.71669411541,0.0746,111.55
unknown_201,"DCX 19 S Ø19 mm, graphite brushes, sintered bearings",36,12.9,0.00074,2.74e-07,0.05,0.0267,0.0267,0.449,1329.94089001968,0.0274,6.5,17.6,1413.71669411541,0.0749,111.55
unknown_202,"DCX 19 S Ø19 mm, graphite brushes, sintered bearings",48,23,0.00132,2.72e-07,0.05,0.0356,0.0356,0.336,1329.94089001968,0.0205,6.5,17.6,1413.71669411541,0.0745,111.55
unknown_203,"DCX 22 L Ø22 mm, Precious Metal Brushes CLL, ball bearings",6,0.343,3.5e-05,9.06e-07,0.095,0.00973,0.00973,1.5,614.704962552403,0.051,4.57,13.6,749.793446656764,0.17,166.45
unknown_204,"DCX 22 L Ø22 mm, Precious Metal Brushes CLL, ball bearings",9,0.687,7.8e-05,9.82e-07,0.095,0.0146,0.0146,1.5,614.704962552403,0.034,4.57,13.6,749.793446656764,0.191,166.45
unknown_205,"DCX 22 L Ø22 mm, Precious Metal Brushes CLL, ball bearings",12,1.84,0.000192,9e-07,0.095,0.0229,0.0229,1.3,521.504380495906,0.02,4.57,13.6,749.793446656764,0.15,166.45
unknown_206,"DCX 22 L Ø22 mm, Precious Metal Brushes CLL, ball bearings",18,3.01,0.000326,9.26e-07,0.095,0.0299,0.0299,1.01,601.091394386847,0.0164,4.57,13.6,749.793446656764,0.178,166.45
unknown_207,"DCX 22 L Ø22 mm, Precious Metal Brushes CLL, ball bearings",24,7.25,0.000746,8.85e-07,0.095,0.0452,0.0452,0.655,529.881960905478,0.0102,4.57,13.6,749.793446656764,0.15,166.45
unknown_208,"DCX 22 L Ø22 mm, Precious Metal Brushes CLL, ball bearings",36,11.4,0.00119,8.94e-07,0.095,0.057,0.057,0.52,630.412925820352,0.00882,4.57,13.6,749.793446656764,0.18,175
unknown_209,"DCX 22 L Ø22 mm, Precious Metal Brushes CLL, ball bearings",48,29.9,0.0028,8.12e-07,0.095,0.0876,0.0876,0.322,546.637121724624,0.00536,4.57,13.6,749.793446656764,0.14,175
unknown_210,"DCX 22 L Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",6,0.343,3.5e-05,9.06e-07,0.095,0.00973,0.00973,1.5,614.704962552403,0.0487,4.57,13.6,749.793446656764,0.17,154.73
unknown_211,"DCX 22 L Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",9,0.687,7.8e-05,9.82e-07,0.095,0.0146,0.0146,1.5,614.704962552403,0.0325,4.57,13.6,749.793446656764,0.191,154.73
unknown_212,"DCX 22 L Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",12,1.84,0.000192,9e-07,0.095,0.0229,0.0229,1.31,521.504380495906,0.0194,4.57,13.6,749.793446656764,0.15,154.73
unknown_213,"DCX 22 L Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",18,3.01,0.000326,9.26e-07,0.095,0.0299,0.0299,1.02,601.091394386847,0.0157,4.57,13.6,749.793446656764,0.178,154.73
unknown_214,"DCX 22 L Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",24,7.25,0.000746,8.85e-07,0.095,0.0452,0.0452,0.658,529.881960905478,0.00989,4.57,13.6,749.793446656764,0.15,154.73
unknown_215,"DCX 22 L Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",36,11.4,0.00119,8.94e-07,0.095,0.057,0.057,0.522,630.412925820352,0.0084,4.57,13.6,749.793446656764,0.18,163.27
unknown_216,"DCX 22 L Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",48,29.9,0.0028,8.12e-07,0.095,0.0876,0.0876,0.323,546.637121724624,0.00516,4.57,13.6,749.793446656764,0.14,163.27
unknown_217,"DCX 22 L Ø22 mm, Graphite Brushes, ball bearings",9,0.168,1.8e-05,9.37e-07,0.095,0.00695,0.00695,4,1288.05298797182,0.118,4.57,13.6,1884.95559215388,0.371,172.64
unknown_218,"DCX 22 L Ø22 mm, Graphite Brushes, ball bearings",12,0.335,3.5e-05,9.06e-07,0.095,0.00973,0.00973,3.21,1225.22113490002,0.0818,4.57,13.6,1884.95559215388,0.348,172.64
unknown_219,"DCX 22 L Ø22 mm, Graphite Brushes, ball bearings",18,0.68,7.8e-05,9.82e-07,0.095,0.0146,0.0146,2.26,1235.69311041199,0.0546,4.57,13.6,1884.95559215388,0.386,172.64
unknown_220,"DCX 22 L Ø22 mm, Graphite Brushes, ball bearings",36,3.11,0.000326,9.26e-07,0.095,0.0299,0.0299,1.03,1193.80520836412,0.0263,4.57,13.6,1884.95559215388,0.346,172.64
unknown_221,"DCX 22 L Ø22 mm, Graphite Brushes, ball bearings",48,7.39,0.000746,8.85e-07,0.095,0.0452,0.0452,0.687,1057.66952670856,0.0162,4.57,13.6,1884.95559215388,0.294,172.64
unknown_222,"DCX 22 L Ø22 mm, graphite brushes, sintered bearings",9,0.168,1.8e-05,9.37e-07,0.095,0.00695,0.00695,4,1288.05298797182,0.196,4.57,13.6,1884.95559215388,0.371,160.91
unknown_223,"DCX 22 L Ø22 mm, graphite brushes, sintered bearings",12,0.335,3.5e-05,9.06e-07,0.095,0.00973,0.00973,3.06,1225.22113490002,0.136,4.57,13.6,1884.95559215388,0.348,160.91
unknown_224,"DCX 22 L Ø22 mm, graphite brushes, sintered bearings",18,0.68,7.8e-05,9.82e-07,0.095,0.0146,0.0146,2.15,1225.22113490002,0.0905,4.57,13.6,1884.95559215388,0.386,160.91
unknown_225,"DCX 22 L Ø22 mm, graphite brushes, sintered bearings",36,3.11,0.000326,9.26e-07,0.095,0.0299,0.0299,0.982,1193.80520836412,0.0435,4.57,13.6,1884.95559215388,0.346,160.91
unknown_226,"DCX 22 L Ø22 mm, graphite brushes, sintered bearings",48,7.39,0.000746,8.85e-07,0.095,0.0452,0.0452,0.664,1057.66952670856,0.0267,4.57,13.6,1884.95559215388,0.294,160.91
unknown_227,"DCX 22 S Ø22 mm, Precious Metal Brushes, ball bearings",6,1.02,5.8e-05,5.05e-07,0.066,0.00918,0.00918,1.2,649.26248174189,0.0392,7,16,749.793446656764,0.0537,120.82
unknown_228,"DCX 22 S Ø22 mm, Precious Metal Brushes, ball bearings",12,3.69,0.000231,5.55e-07,0.066,0.0184,0.0184,0.817,649.26248174189,0.0196,7,16,749.793446656764,0.0597,120.82
unknown_229,"DCX 22 S Ø22 mm, Precious Metal Brushes, ball bearings",18,8.75,0.000535,5.44e-07,0.066,0.028,0.028,0.531,639.837703781121,0.0128,7,16,749.793446656764,0.0575,120.82
unknown_230,"DCX 22 S Ø22 mm, Precious Metal Brushes, ball bearings",24,16.3,0.000881,4.67e-07,0.066,0.0359,0.0359,0.388,663.923247458643,0.0101,7,16,749.793446656764,0.0527,129.36
unknown_231,"DCX 22 S Ø22 mm, Precious Metal Brushes, ball bearings",36,33.3,0.00186,5.03e-07,0.066,0.0522,0.0522,0.272,685.914396033771,0.00709,7,16,749.793446656764,0.0565,129.36
unknown_232,"DCX 22 S Ø22 mm, Precious Metal Brushes, ball bearings",48,76.2,0.00408,4.84e-07,0.066,0.0772,0.0772,0.18,616.799357654796,0.00455,7,16,749.793446656764,0.0486,129.36
unknown_233,"DCX 22 S Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",6,1.02,5.8e-05,5.05e-07,0.066,0.00918,0.00918,1.2,648.215284190694,0.0448,7,16,749.793446656764,0.0537,109.09
unknown_234,"DCX 22 S Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",12,3.69,0.000231,5.55e-07,0.066,0.0184,0.0184,0.818,649.26248174189,0.0224,7,16,749.793446656764,0.0597,109.09
unknown_235,"DCX 22 S Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",18,8.75,0.000535,5.44e-07,0.066,0.028,0.028,0.531,638.790506229925,0.0146,7,16,749.793446656764,0.0575,109.09
unknown_236,"DCX 22 S Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",24,16.3,0.000881,4.67e-07,0.066,0.0359,0.0359,0.388,663.923247458643,0.0116,7,16,749.793446656764,0.0527,117.64
unknown_237,"DCX 22 S Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",36,33.3,0.00186,5.03e-07,0.066,0.0522,0.0522,0.272,684.867198482575,0.00805,7,16,749.793446656764,0.0565,117.64
unknown_238,"DCX 22 S Ø22 mm, Precious Metal Brushes, sintered sleeve bearings",48,76.2,0.00408,4.84e-07,0.066,0.0772,0.0772,0.18,616.799357654796,0.00522,7,16,749.793446656764,0.0486,117.64
unknown_239,"DCX 22 S Ø22 mm, Graphite Brushes, ball bearings",6,0.297,1.7e-05,5.27e-07,0.066,0.00501,0.00501,3,1193.80520836412,0.126,7,16,1884.95559215388,0.101,127
unknown_240,"DCX 22 S Ø22 mm, Graphite Brushes, ball bearings",12,1.02,5.8e-05,5.05e-07,0.066,0.00918,0.00918,1.65,1298.52496348378,0.0717,7,16,1884.95559215388,0.108,127
unknown_241,"DCX 22 Ø22 mm, Graphite Brushes, ball bearings",18,2.21,0.00013,5.22e-07,0.066,0.0138,0.0138,1.12,1298.52496348378,0.0478,7,16,1884.95559215388,0.112,127
unknown_242,"DCX 22 S Ø22 mm, Graphite Brushes, ball bearings",24,3.69,0.000231,5.55e-07,0.066,0.0184,0.0184,0.869,1298.52496348378,0.0359,7,16,1884.95559215388,0.12,127
unknown_243,"DCX 22 S Ø22 mm, Graphite Brushes, ball bearings",36,8.94,0.000535,5.44e-07,0.066,0.028,0.028,0.552,1277.58101245985,0.0234,7,16,1884.95559215388,0.113,127
unknown_244,"DCX 22 S Ø22 mm, Graphite Brushes, ball bearings",48,16.6,0.000881,4.67e-07,0.066,0.0359,0.0359,0.406,1329.94089001968,0.0185,7,16,1884.95559215388,0.104,127
unknown_245,"DCX 22 S Ø22 mm, Graphite Brushes, sintered sleeve bearings",6,0.297,1.7e-05,5.27e-07,0.066,0.00501,0.00501,3,1183.33323285216,0.159,7,16,1884.95559215388,0.101,115.27
unknown_246,"DCX 22 S Ø22 mm, Graphite Brushes, sintered sleeve bearings",12,1.02,5.8e-05,5.05e-07,0.066,0.00918,0.00918,1.63,1298.52496348378,0.0908,7,16,1884.95559215388,0.108,115.27
unknown_247,"DCX 22 S Ø22 mm, Graphite Brushes, sintered sleeve bearings",18,2.21,0.00013,5.22e-07,0.066,0.0138,0.0138,1.1,1298.52496348378,0.0605,7,16,1884.95559215388,0.112,115.27
unknown_248,"DCX 22 S Ø22 mm, Graphite Brushes, sintered sleeve bearings",24,3.69,0.000231,5.55e-07,0.066,0.0184,0.0184,0.855,1298.52496348378,0.0454,7,16,1884.95559215388,0.12,115.27
unknown_249,"DCX 22 S Ø22 mm, Graphite Brushes, sintered sleeve bearings",36,8.94,0.000535,5.44e-07,0.066,0.028,0.028,0.543,1277.58101245985,0.0295,7,16,1884.95559215388,0.113,115.27
unknown_250,"DCX 22 S Ø22 mm, Graphite Brushes, sintered sleeve bearings",48,16.6,0.000881,4.67e-07,0.066,0.0359,0.0359,0.399,1319.46891450771,0.0235,7,16,1884.95559215388,0.104,115.27
unknown_251,"DCX 26 L Ø 26mm, CLL precious metal brushes, ball bearings",9,0.363,6.7e-05,2.13e-06,0.17,0.0155,0.0155,2.2,579.100245811719,0.0805,3.01,10.2,617.846555205993,0.384,202.27
unknown_252,"DCX 26 L Ø 26mm, CLL precious metal brushes, ball bearings",12,0.671,0.000129,2.14e-06,0.17,0.0214,0.0214,2.2,558.156294787787,0.0568,3.01,10.2,617.846555205993,0.384,202.27
unknown_253,"DCX 26 L Ø 26mm, CLL precious metal brushes, ball bearings",18,1.54,0.000268,1.94e-06,0.17,0.031,0.031,1.64,579.100245811719,0.0402,3.01,10.2,617.846555205993,0.362,202.27
unknown_254,"DCX 26 L Ø 26mm, CLL precious metal brushes, ball bearings",24,2.68,0.000514,2.12e-06,0.17,0.0429,0.0429,1.25,558.156294787787,0.0284,3.01,10.2,617.846555205993,0.384,202.27
unknown_255,"DCX 26 L Ø 26mm, CLL precious metal brushes, ball bearings",36,6.15,0.00111,2.01e-06,0.17,0.0632,0.0632,0.822,568.628270299753,0.0195,3.01,10.2,617.846555205993,0.37,202.27
unknown_256,"DCX 26 L Ø 26mm, CLL precious metal brushes, ball bearings",48,11.6,0.00206,1.97e-06,0.17,0.0858,0.0858,0.599,557.10909723659,0.0142,3.01,10.2,617.846555205993,0.355,202.27
unknown_257,"DCX 26 L Ø 26mm, CLL precious metal brushes, sintered bearings",9,0.363,6.7e-05,2.13e-06,0.17,0.0155,0.0155,2.2,579.100245811719,0.0961,3.01,10.2,617.846555205993,0.384,190.55
unknown_258,"DCX 26 L Ø 26mm, CLL precious metal brushes, sintered bearings",12,0.671,0.000129,2.14e-06,0.17,0.0214,0.0214,2.2,557.10909723659,0.0683,3.01,10.2,617.846555205993,0.384,190.55
unknown_259,"DCX 26 L Ø 26mm, CLL precious metal brushes, sintered bearings",18,1.54,0.000268,1.94e-06,0.17,0.031,0.031,1.65,579.100245811719,0.048,3.01,10.2,617.846555205993,0.362,190.55
unknown_260,"DCX 26 L Ø 26mm, CLL precious metal brushes, sintered bearings",24,2.68,0.000514,2.12e-06,0.17,0.0429,0.0429,1.25,557.10909723659,0.0342,3.01,10.2,617.846555205993,0.384,190.55
unknown_261,"DCX 26 L Ø 26mm, CLL precious metal brushes, sintered bearings",36,6.15,0.00111,2.01e-06,0.17,0.0632,0.0632,0.823,567.581072748556,0.0234,3.01,10.2,617.846555205993,0.37,190.55
unknown_262,"DCX 26 L Ø 26mm, CLL precious metal brushes, sintered bearings",48,11.6,0.00206,1.97e-06,0.17,0.0858,0.0858,0.599,557.10909723659,0.0171,3.01,10.2,617.846555205993,0.355,190.55
unknown_263,"DCX 26 L Ø 26mm, graphite brushes, ball bearings",12,0.242,3.2e-05,2.14e-06,0.17,0.0107,0.0107,4.5,1110.02940426839,0.131,3.01,10.2,1507.9644737231,0.532,199.91
unknown_264,"DCX 26 L Ø 26mm, graphite brushes, ball bearings",18,0.427,6.7e-05,2.13e-06,0.17,0.0155,0.0155,3.59,1162.38928182822,0.093,3.01,10.2,1507.9644737231,0.653,199.91
unknown_265,"DCX 26 L Ø 26mm, graphite brushes, ball bearings",24,0.74,0.000129,2.14e-06,0.17,0.0214,0.0214,2.76,1120.50137978036,0.0657,3.01,10.2,1507.9644737231,0.695,199.91
unknown_266,"DCX 26 L Ø 26mm, graphite brushes, ball bearings",36,1.75,0.000268,1.94e-06,0.17,0.031,0.031,1.79,1162.38928182822,0.0465,3.01,10.2,1507.9644737231,0.639,199.91
unknown_267,"DCX 26 L Ø 26mm, graphite brushes, ball bearings",48,2.95,0.000514,2.12e-06,0.17,0.0429,0.0429,1.41,1120.50137978036,0.0329,3.01,10.2,1507.9644737231,0.697,199.91
unknown_268,"DCX 26 L Ø 26mm, graphite brushes, ball bearings",60,4.19,0.000768,2.07e-06,0.17,0.0524,0.0524,1.17,1141.44533080429,0.0273,3.01,10.2,1507.9644737231,0.75,199.91
unknown_269,"DCX 26 L Ø 26mm, graphite brushes, sintered bearings",12,0.242,3.2e-05,2.14e-06,0.17,0.0107,0.0107,4,1110.02940426839,0.194,3.01,10.2,900.589894029074,0.532,188.18
unknown_270,"DCX 26 L Ø 26mm, graphite brushes, sintered bearings",18,0.427,6.7e-05,2.13e-06,0.17,0.0155,0.0155,3.02,1151.91730631626,0.138,3.01,10.2,900.589894029074,0.653,188.18
unknown_271,"DCX 26 L Ø 26mm, graphite brushes, sintered bearings",24,0.74,0.000129,2.14e-06,0.17,0.0214,0.0214,2.35,1110.02940426839,0.0971,3.01,10.2,900.589894029074,0.695,188.18
unknown_272,"DCX 26 L Ø 26mm, graphite brushes, sintered bearings",36,1.8,0.000268,1.94e-06,0.17,0.031,0.031,1.53,1162.38928182822,0.069,3.01,10.2,900.589894029074,0.618,188.18
unknown_273,"DCX 26 L Ø 26mm, graphite brushes, sintered bearings",48,2.95,0.000514,2.12e-06,0.17,0.0429,0.0429,1.2,1120.50137978036,0.0486,3.01,10.2,900.589894029074,0.697,188.18
unknown_274,"DCX 26 L Ø 26mm, graphite brushes, sintered bearings",60,4.38,0.000768,2.07e-06,0.17,0.0524,0.0524,0.982,1141.44533080429,0.0404,3.01,10.2,900.589894029074,0.718,188.18
unknown_275,"DCX 32 L Ø32 mm, Graphite Brushes, ball bearings",12,0.108,3.4e-05,7.76e-06,0.32,0.0156,0.0156,6,745.604656451978,0.274,2.3,7.28,1183.33323285216,1.73,237
unknown_276,"DCX 32 L Ø32 mm, Graphite Brushes, ball bearings",18,0.165,5.2e-05,7.59e-06,0.32,0.0195,0.0195,5.42,903.731486682664,0.234,2.3,7.28,1183.33323285216,2.12,237
unknown_277,"DCX 32 L Ø32 mm, Graphite Brushes, ball bearings",24,0.331,0.000103,7.28e-06,0.32,0.0273,0.0273,4.12,866.032374839586,0.164,2.3,7.28,1183.33323285216,1.98,237
unknown_278,"DCX 32 L Ø32 mm, Graphite Brushes, ball bearings",36,0.764,0.000254,7.68e-06,0.32,0.0429,0.0429,2.87,831.474855650099,0.103,2.3,7.28,1183.33323285216,2.02,237
unknown_279,"DCX 32 L Ø32 mm, Graphite Brushes, ball bearings",48,1.4,0.000473,7.59e-06,0.32,0.0585,0.0585,2.17,814.719694830953,0.0752,2.3,7.28,1183.33323285216,2,237
unknown_280,"DCX 32 L Ø32 mm, Graphite Brushes, ball bearings",60,4.12,0.00131,7.17e-06,0.32,0.0975,0.0975,1.35,611.563369898813,0.0416,2.3,7.28,1183.33323285216,1.42,237
unknown_281,"DCX 35 L Ø35 mm, Graphite Brushes, ball bearings",12,0.0788,2.6e-05,9.95e-06,0.38,0.0137,0.0137,6,851.371609122834,0.32,2.1,6.98,1288.05298797182,2.08,261.27
